WELL_ID,DEPT,DPHI,GRD,ILD
49025106330000_484839,264.0,0.1195,79.1192,9.3729
49025106330000_484839,264.5,0.115,80.3291,9.446
49025106330000_484839,265.0,0.1126,80.7926,9.4545
49025106330000_484839,265.5,0.1173,80.6592,9.53
49025106330000_484839,266.0,0.1191,79.481,9.5383
49025106330000_484839,266.5,0.1202,76.9507,9.5466
49025106330000_484839,267.0,0.1223,76.826,9.4892
49025106330000_484839,267.5,0.1238,77.8906,9.4321
49025106330000_484839,268.0,0.1186,81.19,9.3464
49025106330000_484839,268.5,0.1138,85.2356,9.1901
49025106330000_484839,269.0,0.1129,86.2962,9.1272
49025106330000_484839,269.5,0.117,86.4613,9.0188
49025106330000_484839,270.0,0.1206,83.4129,9.0286
49025106330000_484839,270.5,0.1227,82.0192,8.9723
49025106330000_484839,271.0,0.1268,82.6321,8.9184
49025106330000_484839,271.5,0.1282,85.9315,8.9281
49025106330000_484839,272.0,0.1288,84.3055,8.9359
49025106330000_484839,272.5,0.1281,83.1273,8.8821
49025106330000_484839,273.0,0.1254,82.9938,8.8902
49025106330000_484839,273.5,0.1202,82.7151,8.8364
49025106330000_484839,274.0,0.1143,86.6115,8.846
49025106330000_484839,274.5,0.1124,87.2204,8.7324
49025106330000_484839,275.0,0.1244,86.7924,8.74
49025106330000_484839,275.5,0.1285,86.655,8.6277
49025106330000_484839,276.0,0.1279,82.3464,8.6352
49025106330000_484839,276.5,0.126,81.6159,8.5243
49025106330000_484839,277.0,0.1242,84.77,8.5317
49025106330000_484839,277.5,0.114,85.9799,8.4221
49025106330000_484839,278.0,0.1122,85.8425,8.4302
49025106330000_484839,278.5,0.1139,85.5637,8.4386
49025106330000_484839,279.0,0.1193,85.5795,8.4459
49025106330000_484839,279.5,0.124,87.1577,8.3933
49025106330000_484839,280.0,0.1273,89.4917,8.3446
49025106330000_484839,280.5,0.1257,86.6757,8.3521
49025106330000_484839,281.0,0.1251,85.6467,8.361
49025106330000_484839,281.5,0.1257,84.767,8.3683
49025106330000_484839,282.0,0.1253,83.8873,8.3162
49025106330000_484839,282.5,0.1235,83.6046,8.268
49025106330000_484839,283.0,0.1196,84.3253,8.2752
49025106330000_484839,283.5,0.1183,85.4312,8.1671
49025106330000_484839,284.0,0.1249,87.2381,8.064
49025106330000_484839,284.5,0.1272,89.0449,8.0116
49025106330000_484839,285.0,0.132,89.807,7.9142
49025106330000_484839,285.5,0.1364,93.5542,7.8126
49025106330000_484839,286.0,0.137,92.973,7.7122
49025106330000_484839,286.5,0.1375,92.6942,7.5088
49025106330000_484839,287.0,0.1356,91.6653,7.3108
49025106330000_484839,287.5,0.1324,90.0393,7.2666
49025106330000_484839,288.0,0.121,86.473,7.5284
49025106330000_484839,288.5,0.1182,84.6978,7.6973
49025106330000_484839,289.0,0.1173,80.0867,7.862
49025106330000_484839,289.5,0.1158,79.1736,7.9781
49025106330000_484839,290.0,0.122,74.0029,8.0404
49025106330000_484839,290.5,0.1213,73.2685,8.1592
49025106330000_484839,291.0,0.1189,74.333,8.2228
49025106330000_484839,291.5,0.1156,81.513,8.1731
49025106330000_484839,292.0,0.1135,82.8721,8.1242
49025106330000_484839,292.5,0.1125,83.0472,8.0754
49025106330000_484839,293.0,0.1116,86.3405,8.0842
49025106330000_484839,293.5,0.111,87.4011,8.0912
49025106330000_484839,294.0,0.11,83.9841,8.0408
49025106330000_484839,294.5,0.1091,82.0596,8.0495
49025106330000_484839,295.0,0.1079,81.9222,7.9994
49025106330000_484839,295.5,0.1075,82.8375,8.0636
49025106330000_484839,296.0,0.1072,83.1518,8.2964
49025106330000_484839,296.5,0.1077,80.7835,8.4775
49025106330000_484839,297.0,0.1086,76.9187,8.6044
49025106330000_484839,297.5,0.1089,76.7813,8.6119
49025106330000_484839,298.0,0.1118,80.5324,8.5601
49025106330000_484839,298.5,0.1148,80.2498,8.5086
49025106330000_484839,299.0,0.1165,80.2657,8.516
49025106330000_484839,299.5,0.1171,81.4794,8.5234
49025106330000_484839,300.0,0.1173,84.2213,8.4722
49025106330000_484839,300.5,0.1166,86.4762,8.4792
49025106330000_484839,301.0,0.1143,86.6022,8.429
49025106330000_484839,301.5,0.1205,84.8331,8.2629
49025106330000_484839,302.0,0.1175,83.6565,8.211
49025106330000_484839,302.5,0.1192,81.7337,8.2191
49025106330000_484839,303.0,0.1201,81.9005,8.2257
49025106330000_484839,303.5,0.1194,82.2122,8.1772
49025106330000_484839,304.0,0.1242,80.7415,8.1837
49025106330000_484839,304.5,0.125,80.4562,8.0779
49025106330000_484839,305.0,0.1295,83.0154,8.0288
49025106330000_484839,305.5,0.1297,84.0777,7.9797
49025106330000_484839,306.0,0.1279,84.406,7.9862
49025106330000_484839,306.5,0.1195,84.7105,7.883
49025106330000_484839,307.0,0.1153,84.4331,7.8909
49025106330000_484839,307.5,0.1125,83.5551,7.8971
49025106330000_484839,308.0,0.1068,84.4681,7.9034
49025106330000_484839,308.5,0.1026,85.6797,7.9097
49025106330000_484839,309.0,0.1001,85.1002,7.9161
49025106330000_484839,309.5,0.0992,82.2819,7.9238
49025106330000_484839,310.0,0.1159,80.5083,7.9301
49025106330000_484839,310.5,0.1203,81.4214,7.9364
49025106330000_484839,311.0,0.1218,83.9762,7.8865
49025106330000_484839,311.5,0.1248,81.4253,7.84
49025106330000_484839,312.0,0.1184,80.2567,7.8465
49025106330000_484839,312.5,0.119,81.3466,7.8541
49025106330000_484839,313.0,0.1195,85.5432,7.8603
49025106330000_484839,313.5,0.1189,89.5906,7.8665
49025106330000_484839,314.0,0.1173,89.1603,7.8728
49025106330000_484839,314.5,0.1146,87.9838,7.8249
49025106330000_484839,315.0,0.1137,87.5536,7.7772
49025106330000_484839,315.5,0.1163,86.5263,7.785
49025106330000_484839,316.0,0.113,85.9463,7.7911
49025106330000_484839,316.5,0.1088,85.9643,7.7973
49025106330000_484839,317.0,0.1072,86.1403,7.8035
49025106330000_484839,317.5,0.1042,88.9923,7.8098
49025106330000_484839,318.0,0.1128,91.5436,7.8175
49025106330000_484839,318.5,0.1163,90.6656,7.7699
49025106330000_484839,319.0,0.111,88.4443,7.776
49025106330000_484839,319.5,0.1084,85.3275,7.8361
49025106330000_484839,320.0,0.11,82.2107,7.8423
49025106330000_484839,320.5,0.1117,81.7805,7.906
49025106330000_484839,321.0,0.1159,81.6443,7.9655
49025106330000_484839,321.5,0.1161,81.2185,8.0826
49025106330000_484839,322.0,0.114,84.8181,8.089
49025106330000_484839,322.5,0.1143,85.8806,8.0954
49025106330000_484839,323.0,0.1127,85.5994,8.1579
49025106330000_484839,323.5,0.1103,86.069,8.1083
49025106330000_484839,324.0,0.107,87.1313,8.1725
49025106330000_484839,324.5,0.1148,86.6967,8.1227
49025106330000_484839,325.0,0.1203,86.565,8.0717
49025106330000_484839,325.5,0.1215,86.5869,8.0239
49025106330000_484839,326.0,0.1149,87.2014,7.9746
49025106330000_484839,326.5,0.1106,87.8116,7.9268
49025106330000_484839,327.0,0.1079,86.6394,7.8801
49025106330000_484839,327.5,0.1058,88.1495,7.8321
49025106330000_484839,328.0,0.1072,89.9582,7.8383
49025106330000_484839,328.5,0.1084,88.9836,7.8446
49025106330000_484839,329.0,0.1104,84.3258,7.8509
49025106330000_484839,329.5,0.1144,84.0404,7.8586
49025106330000_484839,330.0,0.1267,88.8384,7.8648
49025106330000_484839,330.5,0.1288,92.4337,7.6568
49025106330000_484839,331.0,0.1264,90.0675,7.5059
49025106330000_484839,331.5,0.1258,86.2044,7.358
49025106330000_484839,332.0,0.1278,84.5802,7.3087
49025106330000_484839,332.5,0.1349,86.3887,7.2687
49025106330000_484839,333.0,0.1355,86.854,7.3263
49025106330000_484839,333.5,0.1256,87.1701,7.4854
49025106330000_484839,334.0,0.1163,87.1881,7.5955
49025106330000_484839,334.5,0.1136,86.3139,7.7071
49025106330000_484839,335.0,0.1123,82.8986,7.774
49025106330000_484839,335.5,0.1099,78.5877,7.8281
49025106330000_484839,336.0,0.1086,74.4262,7.779
49025106330000_484839,336.5,0.12,73.9915,7.7867
49025106330000_484839,337.0,0.1208,77.4463,7.7929
49025106330000_484839,337.5,0.1175,80.1503,7.853
49025106330000_484839,338.0,0.1168,83.1529,7.97
49025106330000_484839,338.5,0.1165,85.5585,8.0316
49025106330000_484839,339.0,0.1159,86.4716,8.0936
49025106330000_484839,339.5,0.1152,86.0596,8.0443
49025106330000_484839,340.0,0.114,81.5856,8.0507
49025106330000_484839,340.5,0.1127,81.151,8.0572
49025106330000_484839,341.0,0.1118,81.1729,8.0081
49025106330000_484839,341.5,0.1124,81.3396,8.016
49025106330000_484839,342.0,0.1222,82.1034,7.9657
49025106330000_484839,342.5,0.129,86.3,7.9172
49025106330000_484839,343.0,0.129,86.6161,7.925
49025106330000_484839,343.5,0.1304,84.544,7.9314
49025106330000_484839,344.0,0.1283,80.9795,7.9392
49025106330000_484839,344.5,0.119,81.603,7.9455
49025106330000_484839,345.0,0.128,84.9105,7.9518
49025106330000_484839,345.5,0.1351,84.4692,7.9581
49025106330000_484839,346.0,0.1356,81.5017,7.9644
49025106330000_484839,346.5,0.1215,78.3848,8.0817
49025106330000_484839,347.0,0.12,77.9502,8.2019
49025106330000_484839,347.5,0.1238,80.2109,8.2652
49025106330000_484839,348.0,0.1265,85.9001,8.4448
49025106330000_484839,348.5,0.1279,84.1266,8.5689
49025106330000_484839,349.0,0.1279,82.5023,8.6949
49025106330000_484839,349.5,0.1246,81.9228,8.8939
49025106330000_484839,350.0,0.1158,81.4925,9.0823
49025106330000_484839,350.5,0.1065,81.1632,9.1523
49025106330000_484839,351.0,0.1038,81.2301,9.2201
49025106330000_484839,351.5,0.1023,81.5463,9.2914
49025106330000_484839,352.0,0.1169,81.5676,9.4281
49025106330000_484839,352.5,0.1198,81.5849,9.5668
49025106330000_484839,353.0,0.1198,81.453,9.7747
49025106330000_484839,353.5,0.1197,79.8285,9.9872
49025106330000_484839,354.0,0.1181,78.946,10.1341
49025106330000_484839,354.5,0.1286,78.6691,10.2161
49025106330000_484839,355.0,0.1319,74.6269,10.3037
49025106330000_484839,355.5,0.1273,73.1814,10.4449
49025106330000_484839,356.0,0.1309,73.3479,10.5986
49025106330000_484839,356.5,0.132,72.6233,10.6071
49025106330000_484839,357.0,0.1302,71.8944,10.6891
49025106330000_484839,357.5,0.123,71.6132,10.622
49025106330000_484839,358.0,0.1224,71.4806,10.6327
49025106330000_484839,358.5,0.1364,74.4865,10.6413
49025106330000_484839,359.0,0.1414,75.1009,10.5039
49025106330000_484839,359.5,0.1423,74.9689,10.5145
49025106330000_484839,360.0,0.1294,72.4489,10.3787
49025106330000_484839,360.5,0.1269,68.8841,10.3157
49025106330000_484839,361.0,0.1251,67.4089,10.2509
49025106330000_484839,361.5,0.1238,69.1115,10.1186
49025106330000_484839,362.0,0.1226,69.9852,9.99
49025106330000_484839,362.5,0.1273,72.0921,9.998
49025106330000_484839,363.0,0.1327,73.1542,9.935
49025106330000_484839,363.5,0.1315,73.6193,9.8769
49025106330000_484839,364.0,0.1293,73.6366,9.8868
49025106330000_484839,364.5,0.1239,73.6539,9.8948
49025106330000_484839,365.0,0.1154,73.6716,9.8327
49025106330000_484839,365.5,0.1133,74.1406,9.7729
49025106330000_484839,366.0,0.1139,74.9042,9.7828
49025106330000_484839,366.5,0.1139,74.623,9.7906
49025106330000_484839,367.0,0.1138,72.7,9.7311
49025106330000_484839,367.5,0.115,70.6278,9.672
49025106330000_484839,368.0,0.1185,69.7496,9.6817
49025106330000_484839,368.5,0.1239,69.4684,9.5548
49025106330000_484839,369.0,0.1226,70.9826,9.4987
49025106330000_484839,369.5,0.1256,75.4775,9.3761
49025106330000_484839,370.0,0.1258,76.5396,9.1914
49025106330000_484839,370.5,0.1261,73.7211,9.0709
49025106330000_484839,371.0,0.1254,72.5444,8.9554
49025106330000_484839,371.5,0.123,72.4119,8.84
49025106330000_484839,372.0,0.1218,73.3274,8.8471
49025106330000_484839,372.5,0.1205,73.4925,8.7329
49025106330000_484839,373.0,0.1229,73.2107,8.6219
49025106330000_484839,373.5,0.124,72.7846,8.5695
49025106330000_484839,374.0,0.1204,72.3541,8.5157
49025106330000_484839,374.5,0.1186,73.7147,8.4058
49025106330000_484839,375.0,0.1176,74.1798,8.3561
49025106330000_484839,375.5,0.1221,74.1971,8.3055
49025106330000_484839,376.0,0.1204,74.0497,8.3124
49025106330000_484839,376.5,0.1166,74.5346,8.2634
49025106330000_484839,377.0,0.119,75.149,8.2701
49025106330000_484839,377.5,0.13,75.4648,8.3341
49025106330000_484839,378.0,0.1267,76.0791,8.3408
49025106330000_484839,378.5,0.1239,74.9024,8.3475
49025106330000_484839,379.0,0.1176,74.3005,8.3542
49025106330000_484839,379.5,0.1115,75.0866,8.3609
49025106330000_484839,380.0,0.1301,76.1527,8.3676
49025106330000_484839,380.5,0.133,77.0612,8.3168
49025106330000_484839,381.0,0.139,75.7396,8.2663
49025106330000_484839,381.5,0.1425,75.0106,8.2177
49025106330000_484839,382.0,0.1541,78.3115,8.1661
49025106330000_484839,382.5,0.1598,81.1647,8.0623
49025106330000_484839,383.0,0.1561,79.8031,7.9582
49025106330000_484839,383.5,0.1526,73.7228,7.8539
49025106330000_484839,384.0,0.145,71.5151,7.6478
49025106330000_484839,384.5,0.1411,77.3577,7.544
49025106330000_484839,385.0,0.1377,78.1213,7.3413
49025106330000_484839,385.5,0.1329,78.1386,7.1552
49025106330000_484839,386.0,0.1391,78.1559,7.0629
49025106330000_484839,386.5,0.1397,78.1732,7.0199
49025106330000_484839,387.0,0.1382,77.892,7.027
49025106330000_484839,387.5,0.142,77.9137,7.0813
49025106330000_484839,388.0,0.1452,78.2295,7.1855
49025106330000_484839,388.5,0.1431,78.3961,7.2411
49025106330000_484839,389.0,0.1287,77.2194,7.3528
49025106330000_484839,389.5,0.1263,76.1919,7.5088
49025106330000_484839,390.0,0.1262,75.4527,7.5669
49025106330000_484839,390.5,0.1314,77.7194,7.6254
49025106330000_484839,391.0,0.1345,77.5915,7.6844
49025106330000_484839,391.5,0.1315,77.3103,7.7438
49025106330000_484839,392.0,0.1297,77.7754,7.8561
49025106330000_484839,392.5,0.1311,79.2852,7.8098
49025106330000_484839,393.0,0.1251,80.4966,7.8163
49025106330000_484839,393.5,0.1179,80.5463,7.8228
49025106330000_484839,394.0,0.1202,77.389,7.8304
49025106330000_484839,394.5,0.1187,77.8871,7.8367
49025106330000_484839,395.0,0.1204,78.1778,7.7891
49025106330000_484839,395.5,0.1294,77.6024,7.7953
49025106330000_484839,396.0,0.1299,77.0184,7.8016
49025106330000_484839,396.5,0.1311,78.8311,7.754
49025106330000_484839,397.0,0.134,80.0424,7.707
49025106330000_484839,397.5,0.1346,81.2538,7.7134
49025106330000_484839,398.0,0.1302,83.2657,7.7211
49025106330000_484839,398.5,0.1267,84.8749,7.6214
49025106330000_484839,399.0,0.1261,84.8922,7.6266
49025106330000_484839,399.5,0.126,79.5364,7.6336
49025106330000_484839,400.0,0.1321,75.3427,7.6284
49025106330000_484839,400.5,0.1409,75.9853,7.5672
49025106330000_484839,401.0,0.1367,77.9386,7.5061
49025106330000_484839,401.5,0.1366,79.1457,7.4026
49025106330000_484839,402.0,0.1303,75.1288,7.4607
49025106330000_484839,402.5,0.1375,75.5896,7.4677
49025106330000_484839,403.0,0.1368,76.383,7.4231
49025106330000_484839,403.5,0.1314,80.992,7.4301
49025106330000_484839,404.0,0.1394,84.1394,7.3859
49025106330000_484839,404.5,0.14,84.4509,7.3945
49025106330000_484839,405.0,0.1355,83.2699,7.3504
49025106330000_484839,405.5,0.1324,82.0888,7.3573
49025106330000_484839,406.0,0.1309,80.3108,7.3133
49025106330000_484839,406.5,0.1305,82.1253,7.3204
49025106330000_484839,407.0,0.1305,83.196,7.2767
49025106330000_484839,407.5,0.1302,83.6367,7.2351
49025106330000_484839,408.0,0.1274,83.7989,7.2418
49025106330000_484839,408.5,0.125,83.3642,7.197
49025106330000_484839,409.0,0.1238,78.8996,7.1556
49025106330000_484839,409.5,0.1237,77.5693,7.1625
49025106330000_484839,410.0,0.1452,76.0898,7.0709
49025106330000_484839,410.5,0.1499,75.3565,6.9805
49025106330000_484839,411.0,0.1487,75.3728,6.8454
49025106330000_484839,411.5,0.1478,78.0723,6.6653
49025106330000_484839,412.0,0.145,79.8764,6.4899
49025106330000_484839,412.5,0.1285,80.1879,6.3629
49025106330000_484839,413.0,0.1203,80.2009,6.1888
49025106330000_484839,413.5,0.1096,80.2139,5.9511
49025106330000_484839,414.0,0.1042,80.227,5.8736
49025106330000_484839,414.5,0.1012,80.2403,5.8387
49025106330000_484839,415.0,0.1212,79.6592,5.8859
49025106330000_484839,415.5,0.1316,76.9856,6.0562
49025106330000_484839,416.0,0.1334,77.5957,6.3235
49025106330000_484839,416.5,0.1327,77.9039,6.5927
49025106330000_484839,417.0,0.1345,77.0247,6.6905
49025106330000_484839,417.5,0.1356,75.9929,6.7431
49025106330000_484839,418.0,0.1344,77.803,6.6553
49025106330000_484839,418.5,0.1343,79.0258,6.6171
49025106330000_484839,419.0,0.1346,82.0053,6.6235
49025106330000_484839,419.5,0.1345,86.9437,6.6311
49025106330000_484839,420.0,0.1312,87.5505,6.6373
49025106330000_484839,420.5,0.1267,79.0593,6.6434
49025106330000_484839,421.0,0.1282,73.2514,6.6496
49025106330000_484839,421.5,0.1323,73.092,6.6098
49025106330000_484839,422.0,0.1358,75.9721,6.5707
49025106330000_484839,422.5,0.1391,76.2788,6.5783
49025106330000_484839,423.0,0.1405,77.3366,6.4927
49025106330000_484839,423.5,0.1408,79.7376,6.454
49025106330000_484839,424.0,0.1446,84.676,6.373
49025106330000_484839,424.5,0.1476,85.1335,6.2915
49025106330000_484839,425.0,0.1575,81.4185,6.1683
49025106330000_484839,425.5,0.163,80.6852,5.9996
49025106330000_484839,426.0,0.1684,81.1463,5.6121
49025106330000_484839,426.5,0.1797,81.1622,5.3157
49025106330000_484839,427.0,0.1794,80.2797,5.2117
49025106330000_484839,427.5,0.1617,77.6062,5.1096
49025106330000_484839,428.0,0.15,73.4401,4.9752
49025106330000_484839,428.5,0.1448,75.2441,4.8071
49025106330000_484839,429.0,0.1442,77.7944,4.6532
49025106330000_484839,429.5,0.1367,79.1507,4.6576
49025106330000_484839,430.0,0.1241,76.3781,4.8925
49025106330000_484839,430.5,0.1208,75.8932,5.5065
49025106330000_484839,431.0,0.1231,78.8945,5.9053
49025106330000_484839,431.5,0.1302,80.1015,6.1641
49025106330000_484839,432.0,0.132,80.2638,6.3842
49025106330000_484839,432.5,0.1323,80.1276,6.5238
49025106330000_484839,433.0,0.1316,79.8421,6.6206
49025106330000_484839,433.5,0.1292,79.5566,6.7188
49025106330000_484839,434.0,0.1271,81.5881,6.7716
49025106330000_484839,434.5,0.1327,83.0187,6.8268
49025106330000_484839,435.0,0.133,83.0317,6.9277
49025106330000_484839,435.5,0.1311,80.8059,7.0304
49025106330000_484839,436.0,0.1264,77.5353,7.1347
49025106330000_484839,436.5,0.116,76.3511,7.2406
49025106330000_484839,437.0,0.1145,78.1584,7.2975
49025106330000_484839,437.5,0.113,82.8359,7.4058
49025106330000_484839,438.0,0.1192,84.307,7.4129
49025106330000_484839,438.5,0.1195,84.1675,7.4726
49025106330000_484839,439.0,0.1195,85.0793,7.4796
49025106330000_484839,439.5,0.1176,85.8386,7.4865
49025106330000_484839,440.0,0.1158,86.5979,7.4935
49025106330000_484839,440.5,0.1169,86.7801,7.5004
49025106330000_484839,441.0,0.1163,82.7433,7.5076
49025106330000_484839,441.5,0.1118,82.4578,7.4627
49025106330000_484839,442.0,0.109,83.8174,7.4714
49025106330000_484839,442.5,0.112,86.9647,7.4783
49025106330000_484839,443.0,0.1099,87.5747,7.4321
49025106330000_484839,443.5,0.1068,83.2594,7.4407
49025106330000_484839,444.0,0.1104,80.138,7.4478
49025106330000_484839,444.5,0.1163,77.166,7.4563
49025106330000_484839,445.0,0.1178,74.1841,7.4119
49025106330000_484839,445.5,0.1183,73.9084,7.3661
49025106330000_484839,446.0,0.1171,78.7008,7.2719
49025106330000_484839,446.5,0.1158,83.3407,7.1804
49025106330000_484839,447.0,0.117,86.3388,7.0869
49025106330000_484839,447.5,0.1182,87.0948,6.95
49025106330000_484839,448.0,0.1385,85.1708,6.8155
49025106330000_484839,448.5,0.139,84.736,6.7268
49025106330000_484839,449.0,0.1407,84.2905,6.5513
49025106330000_484839,449.5,0.1458,83.2727,6.3789
49025106330000_484839,450.0,0.1543,81.4184,6.211
49025106330000_484839,450.5,0.1621,81.813,5.9434
49025106330000_484839,451.0,0.1723,82.8766,5.649
49025106330000_484839,451.5,0.1878,82.2984,5.387
49025106330000_484839,452.0,0.2087,79.4813,5.1018
49025106330000_484839,452.5,0.2248,78.306,4.6358
49025106330000_484839,453.0,0.22146666666666667,78.49975,4.255383333333333
49025106330000_484839,453.5,0.21813333333333335,78.6935,3.8749666666666664
49025106330000_484839,454.0,0.2148,78.88725,3.49455
49025106330000_484839,454.5,0.21146666666666666,79.081,3.114133333333333
49025106330000_484839,455.0,0.20813333333333334,79.27475000000001,2.7337166666666666
49025106330000_484839,455.5,0.2048,79.4685,2.3533
49025106330000_484839,456.0,0.1779,76.3529,2.291
49025106330000_484839,456.5,0.1634,74.5806,2.3088
49025106330000_484839,457.0,0.1498,77.7441,2.3428
49025106330000_484839,457.5,0.1341,81.4887,2.5475
49025106330000_484839,458.0,0.1287,79.4179,2.8668
49025106330000_484839,458.5,0.1391,79.4367,3.3625
49025106330000_484839,459.0,0.1459,85.7242,3.681
49025106330000_484839,459.5,0.1462,91.8624,4.0296
49025106330000_484839,460.0,0.146,94.2693,4.8252
49025106330000_484839,460.5,0.1488,95.1846,5.1384
49025106330000_484839,461.0,0.1544,92.6299,5.2502
49025106330000_484839,461.5,0.1535,92.3854,5.2917
49025106330000_484839,462.0,0.1556,93.4537,5.296
49025106330000_484839,462.5,0.1588,92.7262,5.3369
49025106330000_484839,463.0,0.157,92.4418,5.4154
49025106330000_484839,463.5,0.1366,91.8683,5.3455
49025106330000_484839,464.0,0.1342,90.3946,4.7907
49025106330000_484839,464.5,0.1388,87.723,4.5997
49025106330000_484839,465.0,0.1413,85.9546,4.5095
49025106330000_484839,465.5,0.1281,86.4259,4.4821
49025106330000_484839,466.0,0.1197,86.7432,4.4866
49025106330000_484839,466.5,0.1149,87.0605,4.5213
49025106330000_484839,467.0,0.11,87.2286,4.5562
49025106330000_484839,467.5,0.1073,87.3919,4.6875
49025106330000_484839,468.0,0.1046,88.908,4.8895
49025106330000_484839,468.5,0.1024,90.1239,5.1017
49025106330000_484839,469.0,0.1015,90.5881,5.368
49025106330000_484839,469.5,0.1042,90.0139,5.7058
49025106330000_484839,470.0,0.1107,86.0028,6.0344
49025106330000_484839,470.5,0.1181,81.9918,6.338
49025106330000_484839,471.0,0.122,81.8566,6.657
49025106330000_484839,471.5,0.121,83.0742,6.8017
49025106330000_484839,472.0,0.1288,85.0333,6.8542
49025106330000_484839,472.5,0.1302,85.6493,6.8597
49025106330000_484839,473.0,0.1299,85.6925,6.7712
49025106330000_484839,473.5,0.1281,88.975,6.6391
49025106330000_484839,474.0,0.125,93.0221,6.5534
49025106330000_484839,474.5,0.1283,93.2274,6.4688
49025106330000_484839,475.0,0.128,92.7612,6.4282
49025106330000_484839,475.5,0.1282,93.5269,6.4346
49025106330000_484839,476.0,0.1495,92.9528,6.3955
49025106330000_484839,476.5,0.1437,92.9716,6.3566
49025106330000_484839,477.0,0.1386,92.9904,6.2746
49025106330000_484839,477.5,0.1376,96.5913,6.1948
49025106330000_484839,478.0,0.1373,99.2967,6.1136
49025106330000_484839,478.5,0.1372,99.4811,5.8716
49025106330000_484839,479.0,0.1411,93.806,5.7559
49025106330000_484839,479.5,0.1473,92.7859,5.5652
49025106330000_484839,480.0,0.1507,95.3467,5.0919
49025106330000_484839,480.5,0.144,96.7088,4.7853
49025106330000_484839,481.0,0.1287,94.6381,4.5356
49025106330000_484839,481.5,0.1224,93.7614,4.6672
49025106330000_484839,482.0,0.1313,93.6262,4.8017
49025106330000_484839,482.5,0.1316,95.1423,4.94
49025106330000_484839,483.0,0.1285,95.7582,5.1175
49025106330000_484839,483.5,0.1173,94.5957,5.5254
49025106330000_484839,484.0,0.1089,90.278,6.1752
49025106330000_484839,484.5,0.1015,88.7996,6.5376
49025106330000_484839,485.0,0.1,91.8082,6.7203
49025106330000_484839,485.5,0.0996,95.5583,6.8192
49025106330000_484839,486.0,0.1008,96.9204,6.9195
49025106330000_484839,486.5,0.1067,99.775,7.0213
49025106330000_484839,487.0,0.1103,99.6328,7.1245
49025106330000_484839,487.5,0.1105,97.4005,7.1796
49025106330000_484839,488.0,0.1057,97.1449,7.2351
49025106330000_484839,488.5,0.1039,97.313,7.241
49025106330000_484839,489.0,0.1036,96.1424,7.2482
49025106330000_484839,489.5,0.1038,94.9672,7.3548
49025106330000_484839,490.0,0.1032,93.4935,7.3086
49025106330000_484839,490.5,0.1028,92.9153,7.2651
49025106330000_484839,491.0,0.1031,90.7972,7.2715
49025106330000_484839,491.5,0.1034,87.1367,7.2773
49025106330000_484839,492.0,0.1003,85.8075,7.1834
49025106330000_484839,492.5,0.0907,90.0101,7.1893
49025106330000_484839,493.0,0.0841,92.7155,7.1964
49025106330000_484839,493.5,0.0847,95.2716,7.1526
49025106330000_484839,494.0,0.0945,90.3651,7.1584
49025106330000_484839,494.5,0.1046,87.9958,7.1134
49025106330000_484839,495.0,0.107,87.1191,7.1206
49025106330000_484839,495.5,0.1105,90.7247,7.0771
49025106330000_484839,496.0,0.1299,93.7286,7.0342
49025106330000_484839,496.5,0.1281,93.1504,6.9915
49025106330000_484839,497.0,0.1274,90.7811,6.808
49025106330000_484839,497.5,0.1283,90.3475,6.4476
49025106330000_484839,498.0,0.1411,91.2665,6.234
49025106330000_484839,498.5,0.1417,95.9122,6.1112
49025106330000_484839,499.0,0.1404,96.5284,6.0728
49025106330000_484839,499.5,0.1391,96.5515,6.0789
49025106330000_484839,500.0,0.1308,96.4368,6.1259
49025106340000_483468,100.0,0.2263,76.2368,3.0633
49025106340000_483468,100.5,0.2263,76.2368,3.0633
49025106340000_483468,101.0,0.2263,76.2368,3.0633
49025106340000_483468,101.5,0.2263,76.2368,3.0633
49025106340000_483468,102.0,0.2263,76.2368,3.0633
49025106340000_483468,102.5,0.2263,76.2368,3.0633
49025106340000_483468,103.0,0.2263,76.2368,3.0633
49025106340000_483468,103.5,0.2263,76.2368,3.0633
49025106340000_483468,104.0,0.2263,76.2368,3.0633
49025106340000_483468,104.5,0.2263,76.2368,3.0633
49025106340000_483468,105.0,0.2263,76.2368,3.0633
49025106340000_483468,105.5,0.1541,70.7658,3.6563
49025106340000_483468,106.0,0.1423,65.5356,4.3649
49025106340000_483468,106.5,0.1425,61.6084,5.2107
49025106340000_483468,107.0,0.1428,60.7729,6.2205
49025106340000_483468,107.5,0.1425,60.1584,7.4259
49025106340000_483468,108.0,0.1387,59.5635,9.2675
49025106340000_483468,108.5,0.1399,58.9658,9.1827
49025106340000_483468,109.0,0.143,58.3652,9.2675
49025106340000_483468,109.5,0.157,57.7679,8.2398
49025106340000_483468,110.0,0.1689,57.7008,7.4618
49025106340000_483468,110.5,0.1756,58.0069,6.7572
49025106340000_483468,111.0,0.1903,59.0304,6.1187
49025106340000_483468,111.5,0.2061,59.9405,5.5404
49025106340000_483468,112.0,0.2219,60.8746,4.96
49025106340000_483468,112.5,0.21713333333333332,69.18766666666667,4.991733333333333
49025106340000_483468,113.0,0.21236666666666668,77.50073333333333,5.023466666666667
49025106340000_483468,113.5,0.2076,85.8138,5.0552
49025106340000_483468,114.0,0.1835,87.9231,5.1051
49025106340000_483468,114.5,0.1694,79.3922,5.271
